title,location,price_final_pen,bedroom,bathroom,area,year_contruction,maintenance_num,housing_type,operation_type
Apartamento en alquiler en Pj. Mirones Bajo,"Pj. Mirones Bajo, Lima, Lima, Lima ",2200.0,2 dormitorios,2 baños,150 m²,1993,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. El Derby,"Ur. El Derby, Santiago de Surco, Lima, Lima ",6000.0,4 dormitorios,5 baños,300 m²,2018,1.0,Apartamento,Alquiler
Habitación en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ",1250.0,1 dormitorio,1 baño,25 m²,2022,304.0,Habitación,Alquiler
Habitación en alquiler en Zona 7-B,"Zona 7-B, Urb San Borja, Provincia de Lima, Provincia de Lima ",800.0,1 dormitorio,1 baño,20 m²,2012,304.0,Habitación,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",3300.0,3 dormitorios,3 baños,111 m²,2022,400.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",3900.0,2 dormitorios,2 baños,1 Medio baño,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Valle Hermoso Oeste,"Ur. Valle Hermoso Oeste, Santiago de Surco, Lima, Lima ",3750.0,3 dormitorios,3 baños,166 m²,2010,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Risso,"Ur. Risso, San Isidro, Lima, Lima ",3000.0,3 dormitorios,3 baños,99 m²,2015,400.0,Apartamento,Alquiler
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ",7500.0,4 dormitorios,3 baños,283 m²,1998,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ",3300.0,2 dormitorios,2 baños,112 m²,2013,1.0,Apartamento,Alquiler
Apartamento en alquiler en As. Huertizacion Progreso La Estrella,"As. Huertizacion Progreso La Estrella, Ate, Lima, Lima ",1550.0,3 dormitorios,3 baños,129 m²,2011,1.0,Apartamento,Alquiler
Casa en alquiler en Ur. Los Granados,"Ur. Los Granados, Santiago de Surco, Lima, Lima ",9000.0,4 dormitorios,2 baños,486 m²,2000,1.0,Casa,Alquiler
Casa en alquiler en Ur. Santa Ines,"Ur. Santa Ines, Trujillo, Trujillo, La Libertad ",6500.0,4 dormitorios,5 baños,300 m²,1983,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",2700.0,1 dormitorio,2 baños,95 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Corpac,"Ur. Corpac, San Isidro, Lima, Lima ",2000.0,1 dormitorio,1 baño,51 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",3000.0,2 dormitorios,2 baños,70 m²,2023,250.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",2550.0,2 dormitorios,2 baños,90 m²,2010,370.0,Apartamento,Alquiler
Apartamento en alquiler en As. Santa Cruz De Nuevo Vitarte,"As. Santa Cruz De Nuevo Vitarte, Ate, Lima, Lima ",1800.0,3 dormitorios,1 baño,180 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Limatambo,"Ur. Limatambo, Surquillo, Lima, Lima ",2200.0,3 dormitorios,2 baños,66 m²,2022,280.0,Apartamento,Alquiler
Apartamento en alquiler en Santiago de Surco,"Santiago de Surco, Lima, Lima ",1750.0,3 dormitorios,2 baños,105 m²,2002,304.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",3300.0,3 dormitorios,2 baños,100 m²,2021,470.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",3000.0,2 dormitorios,2 baños,98 m²,2006,400.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. El Rosario,"Ur. El Rosario, San Isidro, Lima, Lima ",6600.0,3 dormitorios,2 baños,210 m²,2010,750.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",1875.0,2 dormitorios,1 baño,60 m²,2019,130.0,Apartamento,Alquiler
Apartamento en alquiler en Sector 1,"Sector 1, Provincia de Lima, Provincia de Lima ",7500.0,3 dormitorios,3 baños,267 m²,2011,750.0,Apartamento,Alquiler
Apartamento en alquiler en Chorrillos,"Chorrillos, Lima, Lima ",4200.0,3 dormitorios,3 baños,154 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Rosario De Villa,"Ur. Rosario De Villa, Chorrillos, Lima, Lima ",1800.0,1 dormitorio,1 baño,59 m²,2023,20.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ",3600.0,3 dormitorios,3 baños,160 m²,2012,580.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ",4800.0,3 dormitorios,2 baños,205 m²,2022,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ",3600.0,3 dormitorios,2 baños,160 m²,2012,580.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",5100.0,4 dormitorios,4 baños,210 m²,2005,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Idelfonso Del Vivero,"Ur. San Idelfonso Del Vivero, Santiago de Surco, Lima, Lima ",3300.0,3 dormitorios,2 baños,118 m²,2009,450.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",3000.0,2 dormitorios,2 baños,80 m²,2022,375.0,Apartamento,Alquiler
Casa en alquiler en Ur. Lobaton,"Ur. Lobaton, San Isidro, Lima, Lima ",3900.0,5 dormitorios,2 baños,205 m²,1983,10.0,Casa,Alquiler
Apartamento en alquiler en Re. Monterrico Sur Ampliacion,"Re. Monterrico Sur Ampliacion, La Molina, Lima, Lima ",2800.0,3 dormitorios,2 baños,144 m²,1989,250.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ",3000.0,2 dormitorios,2 baños,108 m²,2000,350.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Rosa,"Ur. Santa Rosa, San Isidro, Lima, Lima ",3270.0,3 dormitorios,2 baños,168 m²,1983,500.0,Apartamento,Alquiler
Casa en alquiler en Ur. El Sol De La Molina Etapa Iii,"Ur. El Sol De La Molina Etapa Iii, La Molina, Lima, Lima ",4950.0,5 dormitorios,5 baños,850 m²,1986,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. Humboldt,"Ur. Humboldt, Miraflores, Lima, Lima ",1500.0,1 dormitorio,1 baño,50 m²,2022,150.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Zarate,"Ur. Zarate, San Juan de Lurigancho, Lima, Lima ",1200.0,2 dormitorios,1 baño,59 m²,2022,40.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Beatriz,"Ur. Santa Beatriz, Lima, Lima, Lima ",2300.0,3 dormitorios,2 baños,77 m²,2018,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",2550.0,2 dormitorios,2 baños,76 m²,2009,338.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",2997.0,2 dormitorios,3 baños,126 m²,2010,460.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. S/N,"Ur. S/N, Lince, Lima, Lima ",1900.0,1 dormitorio,1 baño,45 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Cerros De Camacho,"Ur. Cerros De Camacho, Santiago de Surco, Lima, Lima ",6900.0,3 dormitorios,3 baños,285 m²,2013,900.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ",1500.0,2 dormitorios,1 baño,60 m²,2006,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",1950.0,2 dormitorios,1 baño,115 m²,2012,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",2500.0,1 dormitorio,1 baño,44 m²,2022,250.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Maria,"Ur. Chacarilla Santa Cruz Zona Santa Maria, San Isidro, Lima, Lima ",2250.0,1 dormitorio,1 baño,55 m²,1988,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Textil Continental,"Ur. Textil Continental, Surquillo, Lima, Lima ",2500.0,3 dormitorios,2 baños,79 m²,2021,250.0,Apartamento,Alquiler
Apartamento en alquiler en Casuarinas Sur,"Casuarinas Sur, Provincia de Lima, Provincia de Lima ",2400.0,3 dormitorios,3 baños,150 m²,2015,600.0,Apartamento,Alquiler
Apartamento en alquiler en Zona 7-B,"Zona 7-B, Urb San Borja, Provincia de Lima, Provincia de Lima ",3897.0,3 dormitorios,2 baños,102 m²,2018,250.0,Apartamento,Alquiler
Habitación en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",1350.0,1 dormitorio,1 baño,20 m²,1980,100.0,Habitación,Alquiler
Casa en alquiler en Ur. Humboldt,"Ur. Humboldt, Miraflores, Lima, Lima ",5910.0,3 dormitorios,3 baños,230 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. San Eugenio,"Ur. San Eugenio, Lince, Lima, Lima ",2250.0,2 dormitorios,2 baños,71 m²,2019,300.0,Apartamento,Alquiler
Casa en alquiler en Ur. Rinconada Del Lago Etapa Ii,"Ur. Rinconada Del Lago Etapa Ii, La Molina, Lima, Lima ",9000.0,4 dormitorios,5 baños,650 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ",2400.0,2 dormitorios,2 baños,77 m²,2007,304.0,Apartamento,Alquiler
Casa en alquiler en Cieneguilla,"Cieneguilla, Lima, Lima ",3300.0,4 dormitorios,4 baños,"1,024 m²",2022,150.0,Casa,Alquiler
Apartamento en alquiler en Ur. Risso,"Ur. Risso, San Isidro, Lima, Lima ",3000.0,3 dormitorios,2 baños,110 m²,2011,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Juan Xxiii,"Ur. Juan Xxiii, San Borja, Lima, Lima ",2000.0,1 dormitorio,1 baño,75 m²,2015,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Portada Del Sol Etapa I (A.E.M.G),"Ur. Portada Del Sol Etapa I (A.E.M.G), La Molina, Lima, Lima ",1500.0,2 dormitorios,2 baños,80 m²,2017,304.0,Apartamento,Alquiler
Casa en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",9000.0,3 dormitorios,2 baños,153 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Re. Las Camelias,"Re. Las Camelias, San Borja, Lima, Lima ",2100.0,3 dormitorios,2 baños,110 m²,1980,180.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Mariscal Caceres Sector Iii Etapa 6Ta Y 7Ma,"Ur. Mariscal Caceres Sector Iii Etapa 6Ta Y 7Ma, San Juan de Lurigancho, Lima, Lima ",1850.0,3 dormitorios,2 baños,70 m²,2016,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Prolongacion Benavides,"Ur. Prolongacion Benavides, Santiago de Surco, Lima, Lima ",2000.0,3 dormitorios,2 baños,100 m²,2017,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",2100.0,1 dormitorio,1 baño,45 m²,2020,280.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Oyague,"Ur. Oyague, Magdalena del Mar, Lima, Lima ",2300.0,2 dormitorios,2 baños,85 m²,2015,250.0,Apartamento,Alquiler
Apartamento en alquiler en Surquillo,"Surquillo, Urb Jose Balta, Provincia de Lima, Provincia de Lima ",2640.0,3 dormitorios,3 baños,94 m²,2010,880.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santo Domingo V Etapa,"Ur. Santo Domingo V Etapa, Carabayllo, Lima, Lima ",700.0,2 dormitorios,1 baño,55 m²,2015,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Mercurio Ii Etapa,"Ur. Mercurio Ii Etapa, Los Olivos, Lima, Lima ",1500.0,3 dormitorios,1 baño,65 m²,2022,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ",3570.0,2 dormitorios,3 baños,121 m²,2022,550.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Los Jazmines,"Ur. Los Jazmines, Santiago de Surco, Lima, Lima ",2940.0,3 dormitorios,4 baños,126 m²,2018,500.0,Apartamento,Alquiler
Casa en alquiler en San Borja,"San Borja, Lima, Lima ",8400.0,4 dormitorios,5 baños,550 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Ba. Del Medico,"Ba. Del Medico, Surquillo, Lima, Lima ",2100.0,3 dormitorios,2 baños,71 m²,2018,220.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ",4950.0,2 dormitorios,2 baños,135 m²,2015,653.0,Apartamento,Alquiler
Apartamento en alquiler en Santa Cruz,"Santa Cruz, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",2850.0,3 dormitorios,2 baños,116 m²,2010,310.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",7497.0,2 dormitorios,2 baños,200 m²,2001,600.0,Apartamento,Alquiler
Habitación en alquiler en Ur. La Perla,"Ur. La Perla, La Perla, Callao, Callao ",500.0,1 dormitorio,1 baño,30 m²,2022,304.0,Habitación,Alquiler
Apartamento en alquiler en Chacarilla del Estanque,"Chacarilla del Estanque, Provincia de Lima, Provincia de Lima ",4200.0,3 dormitorios,4 baños,185 m²,2022,700.0,Apartamento,Alquiler
Apartamento en alquiler en Uv. Matute,"Uv. Matute, La Victoria, Lima, Lima ",1500.0,1 dormitorio,1 baño,47 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Siglo Xx,"Ur. Siglo Xx, El Tambo, Huancayo, Junín ",1650.0,2 dormitorios,2 baños,100 m²,1998,50.0,Apartamento,Alquiler
Casa en alquiler en Pimentel,"Pimentel, Chiclayo, Lambayeque ",5400.0,5 dormitorios,6 baños,440 m²,2022,304.0,Casa,Alquiler
Casa en alquiler en Ur. Santo Tomas,"Ur. Santo Tomas, San Borja, Lima, Lima ",5400.0,3 dormitorios,4 baños,300 m²,1995,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. El Palomar,"Ur. El Palomar, San Isidro, Lima, Lima ",3600.0,4 dormitorios,4 baños,148 m²,2011,500.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Victoria,"Ur. Victoria, San Isidro, Lima, Lima ",2400.0,3 dormitorios,2 baños,180 m²,2002,350.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",1800.0,1 dormitorio,1 baño,50 m²,2007,142.0,Apartamento,Alquiler
Apartamento en alquiler en Chacarilla-Santa Cruz,"Chacarilla-Santa Cruz, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",2850.0,2 dormitorios,2 baños,84 m²,2022,300.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",2700.0,3 dormitorios,2 baños,97 m²,2009,420.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Aurora,"Ur. Aurora, Miraflores, Lima, Lima ",2850.0,2 dormitorios,3 baños,165 m²,2022,500.0,Apartamento,Alquiler
Casa en alquiler en Huaycani,"Huaycani, Sachaca, Arequipa, Arequipa ",6000.0,8 dormitorios,6 baños,266 m²,1999,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",1500.0,1 dormitorio,1 baño,42 m²,1983,304.0,Apartamento,Alquiler
Casa en alquiler en Ur. 28 De Julio,"Ur. 28 De Julio, Pueblo Libre, Lima, Lima ",6900.0,4 dormitorios,3 baños,214 m²,1980,200.0,Casa,Alquiler
Casa en alquiler en Mariano Melgar,"Mariano Melgar, Arequipa, Arequipa ",3200.0,4 dormitorios,4 baños,192 m²,2000,35.0,Casa,Alquiler
Apartamento en alquiler en Ur. Los Jazmines,"Ur. Los Jazmines, Santiago de Surco, Lima, Lima ",2550.0,3 dormitorios,4 baños,120 m²,2017,420.0,Apartamento,Alquiler
Apartamento en alquiler en Piura,"Piura, Piura, Piura ",1900.0,1 dormitorio,1 baño,34 m²,2021,110.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Sagitario,"Ur. Sagitario, Santiago de Surco, Lima, Lima ",1550.0,2 dormitorios,2 baños,92 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Maranga Etapa Ii,"Ur. Maranga Etapa Ii, San Miguel, Lima, Lima ",2300.0,2 dormitorios,3 baños,70 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Benavides Etapa I,"Ur. Benavides Etapa I, Santiago de Surco, Lima, Lima ",1900.0,2 dormitorios,1 baño,65 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ",3000.0,2 dormitorios,2 baños,61 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Valle De Sharon,"Ur. Valle De Sharon, San Juan de Miraflores, Lima, Lima ",1200.0,2 dormitorios,1 baño,78 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Las Lomas De La Molina Vieja Etapa I,"Ur. Las Lomas De La Molina Vieja Etapa I, La Molina, Lima, Lima ",2450.0,3 dormitorios,3 baños,79 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ",4500.0,3 dormitorios,2 baños,155 m²,2013,730.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",2850.0,3 dormitorios,2 baños,95 m²,2009,304.0,Apartamento,Alquiler
Apartamento en alquiler en Rimac,"Rimac, Lima, Lima ",1400.0,3 dormitorios,2 baños,81 m²,2023,304.0,Apartamento,Alquiler
Apartamento en alquiler en Callao,"Callao, Callao, Callao ",1100.0,2 dormitorios,2 baños,65 m²,2018,120.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ",2400.0,3 dormitorios,1 baño,100 m²,2020,1.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",2700.0,2 dormitorios,2 baños,104 m²,1978,310.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ",6300.0,4 dormitorios,2 baños,295 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Monica,"Ur. Santa Monica, San Isidro, Lima, Lima ",4950.0,3 dormitorios,2 baños,180 m²,1980,748.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Colegio Particular Santa Maria Etapa Ii,"Hu. Colegio Particular Santa Maria Etapa Ii, Santiago de Surco, Lima, Lima ",6600.0,4 dormitorios,4 baños,300 m²,2015,170.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Limatambo,"Ur. Limatambo, Surquillo, Lima, Lima ",2000.0,2 dormitorios,2 baños,76 m²,2022,300.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",3570.0,3 dormitorios,3 baños,160 m²,1993,689.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Lola Ferreyros,"Ur. Lola Ferreyros, San Martín de Porres, Lima, Lima ",1550.0,3 dormitorios,2 baños,93 m²,2020,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Bella Luz,"Ur. Bella Luz, Santiago de Surco, Lima, Lima ",7500.0,4 dormitorios,4 baños,217 m²,2022,304.0,Apartamento,Alquiler
Casa en alquiler en Pj. J. Carlos Mariategui,"Pj. J. Carlos Mariategui, Chiclayo, Chiclayo, Lambayeque ",3000.0,3 dormitorios,4 baños,127 m²,2022,304.0,Casa,Alquiler
Casa en alquiler en Yanahuara,"Yanahuara, Arequipa, Arequipa ",5100.0,4 dormitorios,3 baños,220 m²,2010,304.0,Casa,Alquiler
Apartamento en alquiler en Cayma,"Cayma, Arequipa, Arequipa ",3600.0,3 dormitorios,3 baños,110 m²,2010,304.0,Apartamento,Alquiler
Apartamento en alquiler en Urb Confraternidad,"Urb Confraternidad, Provincia de Lima, Provincia de Lima ",1950.0,1 dormitorio,1 baño,55 m²,2018,405.0,Apartamento,Alquiler
Apartamento en alquiler en Country Club,"Country Club, Urb San Felipe, Provincia de Lima, Provincia de Lima ",2340.0,2 dormitorios,2 baños,1 Medio baño,1975,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Prolima Iii Etapa,"Ur. Prolima Iii Etapa, Los Olivos, Lima, Lima ",1400.0,2 dormitorios,2 baños,110 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Feria Internacional Del Pacifico,"Hu. Feria Internacional Del Pacifico, San Miguel, Lima, Lima ",1400.0,2 dormitorios,2 baños,70 m²,2016,150.0,Apartamento,Alquiler
Apartamento en alquiler en Pj. San Francisco De La Tablada De Lurin Sector Segundo,"Pj. San Francisco De La Tablada De Lurin Sector Segundo, Villa María del Triunfo, Lima, Lima ",1000.0,3 dormitorios,2 baños,90 m²,2018,1.0,Apartamento,Alquiler
Habitación en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ",3300.0,1 dormitorio,1 baño,25 m²,2022,304.0,Habitación,Alquiler
Habitación en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ",1200.0,1 dormitorio,1 baño,25 m²,2022,100.0,Habitación,Alquiler
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ",6600.0,3 dormitorios,3 baños,332 m²,2022,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Las Torres De San Miguelito Etapa I,"Ur. Las Torres De San Miguelito Etapa I, San Miguel, Lima, Lima ",1800.0,2 dormitorios,2 baños,69 m²,2018,250.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Aurora,"Ur. Aurora, Miraflores, Lima, Lima ",4500.0,3 dormitorios,3 baños,155 m²,2022,650.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",1950.0,2 dormitorios,2 baños,80 m²,2000,345.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",2400.0,2 dormitorios,2 baños,90 m²,2010,300.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Roque Fap,"Ur. San Roque Fap, Santiago de Surco, Lima, Lima ",1900.0,1 dormitorio,1 baño,56 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Tacna,"Tacna, Tacna ",1350.0,2 dormitorios,1 baño,65 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Magdalena del Mar, Lima, Lima ",3000.0,3 dormitorios,2 baños,111 m²,2007,350.0,Apartamento,Alquiler
Apartamento en alquiler en Valle Hermoso Oeste,"Valle Hermoso Oeste, Provincia de Lima, Provincia de Lima ",7650.0,5 dormitorios,7 baños,393 m²,2010,780.0,Apartamento,Alquiler
Apartamento en alquiler en Re. San Felipe,"Re. San Felipe, San Isidro, Lima, Lima ",3600.0,3 dormitorios,2 baños,156 m²,2022,550.0,Apartamento,Alquiler
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Gobierno Regional de Lima ",2100.0,3 dormitorios,2 baños,70 m²,2022,215.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",3450.0,3 dormitorios,3 baños,155 m²,1981,304.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",225.0,1 dormitorio,1 baño,50 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Santiago De Surco,"Santiago De Surco, Lima, Lima ",3850.0,3 dormitorios,3 baños,114 m²,2018,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",3300.0,2 dormitorios,2 baños,100 m²,2022,575.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Luzmila I Etapa,"Ur. Santa Luzmila I Etapa, Comas, Lima, Lima ",1400.0,3 dormitorios,2 baños,86 m²,2023,304.0,Apartamento,Alquiler
Casa en alquiler en Retamas,"Retamas, Yanahuara, Arequipa, Arequipa ",5000.0,4 dormitorios,4 baños,330 m²,2010,170.0,Casa,Alquiler
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",9000.0,4 dormitorios,3 baños,280 m²,2016,900.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",2550.0,3 dormitorios,2 baños,95 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Los Pinares,"Ur. Los Pinares, Los Olivos, Lima, Lima ",1250.0,2 dormitorios,2 baños,76 m²,2022,100.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",6300.0,3 dormitorios,4 baños,267 m²,2014,500.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",2500.0,1 dormitorio,1 baño,44 m²,2021,170.0,Apartamento,Alquiler
Apartamento en alquiler en As. Los Rosales,"As. Los Rosales, La Molina, Lima, Lima ",1450.0,1 dormitorio,2 baños,60 m²,2022,120.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",2700.0,3 dormitorios,2 baños,120 m²,2012,640.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. El Carmen,"Ur. El Carmen, Pueblo Libre, Lima, Lima ",700.0,1 dormitorio,1 baño,16 m²,2010,45.0,Apartamento,Alquiler
Apartamento en alquiler en Arequipa,"Arequipa, Arequipa, Arequipa ",2000.0,3 dormitorios,3 baños,126 m²,2023,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",2550.0,3 dormitorios,3 baños,86 m²,2011,300.0,Apartamento,Alquiler
